"No.","Time","Source","Destination","Protocol","Length","Sender IP address","Info"
"8668","2.577042","10.1.2.16","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 23  >  49167 [ACK] Seq=1 Ack=5361 Win=131072 Len=0 TSval=2647 TSecr=2221"
"8902","2.592607","10.1.2.18","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 25  >  49169 [ACK] Seq=1 Ack=5361 Win=131072 Len=0 TSval=2670 TSecr=2225"
"9471","2.629657","10.1.2.9","10.1.1.2","TCP","106","","[TCP ACKed unseen segment] 16  >  49160 [ACK] Seq=1 Ack=223513 Win=131072 Len=0 TSval=2674 TSecr=2395 SLE=229409 SRE=258145 SLE=224049 SRE=228873"
"10635","2.722033","10.1.2.21","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  59 [ACK] Seq=14337 Ack=1 Win=131072 Len=512 TSval=2795 TSecr=2648"
"11331","2.766965","10.1.2.5","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  43 [ACK] Seq=15361 Ack=1 Win=131072 Len=512 TSval=2844 TSecr=2716 [TCP segment of a reassembled PDU]"
"11849","2.798696","10.1.2.13","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  51 [ACK] Seq=16385 Ack=1 Win=131072 Len=512 TSval=2880 TSecr=2730"
"11983","2.810428","10.1.2.5","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  43 [ACK] Seq=16385 Ack=1 Win=131072 Len=512 TSval=2885 TSecr=2716 [TCP segment of a reassembled PDU]"
"12197","2.820977","10.1.2.17","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  55 [ACK] Seq=16897 Ack=1 Win=131072 Len=512 TSval=2902 TSecr=2680"
"12344","2.833992","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=16897 Ack=1 Win=131072 Len=512 TSval=2900 TSecr=2730"
"12354","2.835376","10.1.2.5","10.1.1.2","WHOIS","602","","Query: "
"12449","2.839805","10.1.2.4","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 11  >  49155 [ACK] Seq=1 Ack=8041 Win=32768 Len=0 TSval=2920 TSecr=2532"
"12451","2.840029","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=17409 Ack=1 Win=131072 Len=512 TSval=2921 TSecr=2730"
"12589","2.851126","10.1.2.19","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  57 [ACK] Seq=17409 Ack=1 Win=131072 Len=512 TSval=2930 TSecr=2744"
"12717","2.858175","10.1.2.11","10.1.1.2","TACACS+","602","","[TCP Previous segment not captured] Q: Unknown (0x00)"
"12849","2.865329","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"12851","2.865537","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=17921 Ack=1 Win=131072 Len=512 TSval=2941 TSecr=2730"
"12919","2.878047","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=17921 Ack=1 Win=131072 Len=512 TSval=2950 TSecr=2744"
"12990","2.880622","10.1.2.5","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  43 [ACK] Seq=17921 Ack=1 Win=131072 Len=512 TSval=2946 TSecr=2765 [TCP segment of a reassembled PDU]"
"12992","2.880832","10.1.2.9","10.1.1.2","TCP","114","","[TCP Dup ACK 9471#1] 16  >  49160 [ACK] Seq=1 Ack=223513 Win=131072 Len=0 TSval=2953 TSecr=2395 SLE=330777 SRE=351745 SLE=286209 SRE=330241 SLE=229409 SRE=285721"
"13446","2.915269","10.1.2.7","10.1.1.2","TCP","106","","[TCP ACKed unseen segment] 14  >  49158 [ACK] Seq=1 Ack=334337 Win=131072 Len=0 TSval=2984 TSecr=2646 SLE=377345 SRE=384001 SLE=334873 SRE=376857"
"13770","2.942604","10.1.2.13","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  51 [ACK] Seq=19969 Ack=1 Win=131072 Len=512 TSval=3023 TSecr=2865"
"13988","2.952278","10.1.2.17","10.1.1.2","TCP","114","","[TCP ACKed unseen segment] 24  >  49168 [ACK] Seq=1 Ack=220833 Win=131072 Len=0 TSval=3009 TSecr=2431 SLE=345089 SRE=348209 SLE=275457 SRE=344601 SLE=221369 SRE=274969"
"14118","2.965587","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=20481 Ack=1 Win=131072 Len=512 TSval=3044 TSecr=2865"
"14406","2.987518","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=20993 Ack=1 Win=131072 Len=512 TSval=3064 TSecr=2865"
"14446","2.991202","10.1.2.21","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  59 [ACK] Seq=20993 Ack=1 Win=131072 Len=512 TSval=3061 TSecr=2904"
"14618","3.003046","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=21505 Ack=1 Win=131072 Len=512 TSval=3082 TSecr=2904"
"15386","3.065936","10.1.2.13","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  51 [ACK] Seq=23041 Ack=1 Win=131072 Len=512 TSval=3146 TSecr=2980"
"15510","3.085474","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=23553 Ack=1 Win=131072 Len=512 TSval=3167 TSecr=2980"
"15606","3.097099","10.1.2.15","10.1.1.2","DNS","602","","[TCP Previous segment not captured] [Malformed Packet]"
"15678","3.099655","10.1.2.11","10.1.1.2","TACACS+","602","","[TCP Previous segment not captured] Q: Unknown (0x00)"
"15725","3.105441","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=24065 Ack=1 Win=131072 Len=512 TSval=3187 TSecr=2980"
"15801","3.109827","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"15873","3.113719","10.1.2.5","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  43 [ACK] Seq=24065 Ack=1 Win=131072 Len=512 TSval=3192 TSecr=3046 [TCP segment of a reassembled PDU]"
"15956","3.121889","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"16667","3.167771","10.1.2.9","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 16  >  49160 [ACK] Seq=1 Ack=353793 Win=131072 Len=0 TSval=3249 TSecr=3061"
"16671","3.168338","10.1.2.19","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 26  >  49170 [ACK] Seq=1 Ack=353793 Win=131072 Len=0 TSval=3250 TSecr=3090"
"18054","3.311606","10.1.2.13","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 20  >  49164 [ACK] Seq=1 Ack=340017 Win=131072 Len=0 TSval=3381 TSecr=3073"
"18186","3.319558","10.1.2.15","10.1.1.2","TCP","90","","22  >  49166 [ACK] Seq=1 Ack=348209 Win=131072 Len=0 TSval=3401 TSecr=3183"
"18265","3.324292","10.1.2.5","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 12  >  49156 [ACK] Seq=1 Ack=430137 Win=131072 Len=0 TSval=3405 TSecr=3133"
"19529","3.423483","10.1.2.11","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 18  >  49162 [ACK] Seq=1 Ack=433721 Win=131072 Len=0 TSval=3502 TSecr=3133"
"20669","3.528253","10.1.2.21","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 28  >  49172 [ACK] Seq=1 Ack=348745 Win=131072 Len=0 TSval=3602 TSecr=3279"
"21142","3.591731","10.1.2.19","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 26  >  49170 [ACK] Seq=1 Ack=446521 Win=131072 Len=0 TSval=3673 TSecr=3336"
"21397","3.629139","10.1.2.18","10.1.1.2","TCP","98","","[TCP ACKed unseen segment] 25  >  49169 [ACK] Seq=1 Ack=64857 Win=131072 Len=0 TSval=3681 TSecr=3454 SLE=65393 SRE=73969"
"21850","3.696907","10.1.2.5","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 12  >  49156 [ACK] Seq=1 Ack=529833 Win=131072 Len=0 TSval=3778 TSecr=3506"
"21909","3.702592","10.1.2.11","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 18  >  49162 [ACK] Seq=1 Ack=532881 Win=131072 Len=0 TSval=3783 TSecr=3403"
"24798","3.919986","10.1.2.4","10.1.1.2","TCP","94","","49153  >  42 [SYN] Seq=0 Win=65535 Len=0 TSval=4000 TSecr=0 WS=4 SACK_PERM"
"24801","3.925708","10.1.2.8","10.1.1.2","TCP","94","","49153  >  46 [SYN] Seq=0 Win=65535 Len=0 TSval=4000 TSecr=0 WS=4 SACK_PERM"
"24806","3.926203","10.1.2.18","10.1.1.2","TCP","94","","49153  >  56 [SYN] Seq=0 Win=65535 Len=0 TSval=4000 TSecr=0 WS=4 SACK_PERM"
"24809","3.926929","10.1.2.16","10.1.1.2","TCP","94","","49153  >  54 [SYN] Seq=0 Win=65535 Len=0 TSval=4000 TSecr=0 WS=4 SACK_PERM"
"24810","3.927113","10.1.2.18","10.1.1.2","TCP","94","","[TCP Retransmission] 49153  >  56 [SYN] Seq=0 Win=65535 Len=0 TSval=4000 TSecr=0 WS=4 SACK_PERM"
"24817","3.928498","10.1.2.16","10.1.1.2","TCP","94","","[TCP Retransmission] 49153  >  54 [SYN] Seq=0 Win=65535 Len=0 TSval=4000 TSecr=0 WS=4 SACK_PERM"
"24819","3.928812","10.1.2.16","10.1.1.2","TCP","94","","[TCP Retransmission] 49153  >  54 [SYN] Seq=0 Win=65535 Len=0 TSval=4000 TSecr=0 WS=4 SACK_PERM"
"24823","3.929654","10.1.2.18","10.1.1.2","TCP","94","","[TCP Retransmission] 49153  >  56 [SYN] Seq=0 Win=65535 Len=0 TSval=4000 TSecr=0 WS=4 SACK_PERM"
"24853","3.934095","10.1.2.16","10.1.1.2","TCP","94","","[TCP Retransmission] 49153  >  54 [SYN] Seq=0 Win=65535 Len=0 TSval=4000 TSecr=0 WS=4 SACK_PERM"
"26416","4.123753","10.1.2.21","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  59 [ACK] Seq=24577 Ack=1 Win=131072 Len=512 TSval=4204 TSecr=3626"
"26462","4.127964","10.1.2.17","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  55 [ACK] Seq=24577 Ack=1 Win=131072 Len=512 TSval=4209 TSecr=3503"
"26464","4.128228","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=24577 Ack=1 Win=131072 Len=512 TSval=4207 TSecr=3487"
"26468","4.128738","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"26475","4.130362","10.1.2.3","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  41 [ACK] Seq=24577 Ack=1 Win=131072 Len=512 TSval=4212 TSecr=3334"
"26477","4.131040","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=24577 Ack=1 Win=131072 Len=512 TSval=4213 TSecr=3495 [TCP segment of a reassembled PDU]"
"26479","4.132186","10.1.2.7","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  45 [ACK] Seq=24577 Ack=1 Win=131072 Len=512 TSval=4214 TSecr=3518"
"26481","4.133465","10.1.2.9","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  47 [ACK] Seq=24577 Ack=1 Win=131072 Len=512 TSval=4215 TSecr=3316"
"26483","4.134680","10.1.2.19","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  57 [ACK] Seq=24577 Ack=1 Win=131072 Len=512 TSval=4216 TSecr=3335"
"26486","4.136191","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"26555","4.148904","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=25089 Ack=1 Win=131072 Len=512 TSval=4225 TSecr=3626"
"26557","4.149112","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=25089 Ack=1 Win=131072 Len=512 TSval=4229 TSecr=3503"
"26559","4.149328","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"26561","4.149583","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=25089 Ack=1 Win=131072 Len=512 TSval=4228 TSecr=3487"
"26573","4.155505","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=25089 Ack=1 Win=131072 Len=512 TSval=4234 TSecr=3518"
"26586","4.156758","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=25089 Ack=1 Win=131072 Len=512 TSval=4233 TSecr=3495 [TCP segment of a reassembled PDU]"
"26591","4.157161","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=25089 Ack=1 Win=131072 Len=512 TSval=4235 TSecr=3316"
"26593","4.157481","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"26597","4.157772","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=25089 Ack=1 Win=131072 Len=512 TSval=4232 TSecr=3334"
"26610","4.159199","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=25089 Ack=1 Win=131072 Len=512 TSval=4237 TSecr=3335"
"26656","4.164778","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=25601 Ack=1 Win=131072 Len=512 TSval=4245 TSecr=3626"
"26680","4.167693","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=25601 Ack=1 Win=131072 Len=512 TSval=4248 TSecr=3487"
"26684","4.168384","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=25601 Ack=1 Win=131072 Len=512 TSval=4250 TSecr=3503"
"26699","4.170036","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"26846","4.177636","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=25601 Ack=1 Win=131072 Len=512 TSval=4253 TSecr=3334"
"26847","4.178059","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=25601 Ack=1 Win=131072 Len=512 TSval=4255 TSecr=3518"
"26849","4.178314","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=25601 Ack=1 Win=131072 Len=512 TSval=4254 TSecr=3495 [TCP segment of a reassembled PDU]"
"26851","4.178513","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=25601 Ack=1 Win=131072 Len=512 TSval=4256 TSecr=3316"
"26860","4.180903","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=25601 Ack=1 Win=131072 Len=512 TSval=4257 TSecr=3335"
"26862","4.181020","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=25601 Ack=1 Win=131072 Len=512 TSval=4253 TSecr=3334"
"26864","4.181859","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"26872","4.187610","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=26113 Ack=1 Win=131072 Len=512 TSval=4266 TSecr=3626"
"26937","4.193357","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=26113 Ack=1 Win=131072 Len=512 TSval=4274 TSecr=3495 [TCP segment of a reassembled PDU]"
"26941","4.193985","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=26113 Ack=1 Win=131072 Len=512 TSval=4275 TSecr=3518"
"26943","4.194066","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=26113 Ack=1 Win=131072 Len=512 TSval=4273 TSecr=3334"
"26944","4.195251","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=26113 Ack=1 Win=131072 Len=512 TSval=4270 TSecr=3503"
"26946","4.202024","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=26113 Ack=1 Win=131072 Len=512 TSval=4276 TSecr=3316"
"26952","4.202993","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"26954","4.203275","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=26113 Ack=1 Win=131072 Len=512 TSval=4269 TSecr=3487"
"26956","4.203518","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"26958","4.203608","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=26113 Ack=1 Win=131072 Len=512 TSval=4273 TSecr=3334"
"26960","4.203959","10.1.2.17","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  55 [ACK] Seq=26113 Ack=1 Win=131072 Len=512 TSval=4270 TSecr=3503"
"26963","4.204341","10.1.2.9","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  47 [ACK] Seq=26113 Ack=1 Win=131072 Len=512 TSval=4276 TSecr=3316"
"26991","4.209491","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=26625 Ack=1 Win=131072 Len=512 TSval=4286 TSecr=3626"
"27022","4.212565","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=26625 Ack=1 Win=131072 Len=512 TSval=4291 TSecr=3503"
"27024","4.212772","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"27026","4.212991","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=26625 Ack=1 Win=131072 Len=512 TSval=4289 TSecr=3487"
"27028","4.218378","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=26625 Ack=1 Win=131072 Len=512 TSval=4294 TSecr=3495 [TCP segment of a reassembled PDU]"
"27093","4.220130","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"27095","4.220220","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=26625 Ack=1 Win=131072 Len=512 TSval=4294 TSecr=3334"
"27097","4.220581","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=26625 Ack=1 Win=131072 Len=512 TSval=4297 TSecr=3316"
"27099","4.220818","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=26625 Ack=1 Win=131072 Len=512 TSval=4296 TSecr=3518"
"27136","4.227365","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=27137 Ack=1 Win=131072 Len=512 TSval=4307 TSecr=3626"
"27155","4.231601","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"27157","4.231872","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=27137 Ack=1 Win=131072 Len=512 TSval=4311 TSecr=3503"
"27159","4.232142","10.1.2.6","10.1.1.2","TCP","94","","49153  >  44 [SYN] Seq=0 Win=65535 Len=0 TSval=4000 TSecr=0 WS=4 SACK_PERM"
"27161","4.232297","10.1.2.14","10.1.1.2","TCP","94","","49153  >  52 [SYN] Seq=0 Win=65535 Len=0 TSval=4000 TSecr=0 WS=4 SACK_PERM"
"27162","4.232530","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=27137 Ack=1 Win=131072 Len=512 TSval=4310 TSecr=3487"
"27164","4.232656","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=27137 Ack=1 Win=131072 Len=512 TSval=4314 TSecr=3334"
"27167","4.233436","10.1.2.5","10.1.1.2","WHOIS","602","","Query: "
"27412","4.246788","10.1.2.19","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  57 [ACK] Seq=27137 Ack=1 Win=131072 Len=512 TSval=4319 TSecr=3335"
"27414","4.247057","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=27649 Ack=1 Win=131072 Len=512 TSval=4327 TSecr=3626"
"27416","4.247317","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=27137 Ack=1 Win=131072 Len=512 TSval=4317 TSecr=3316"
"27481","4.253059","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=27649 Ack=1 Win=131072 Len=512 TSval=4330 TSecr=3487"
"27483","4.253140","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=27649 Ack=1 Win=131072 Len=512 TSval=4335 TSecr=3334"
"27546","4.258798","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=27649 Ack=1 Win=131072 Len=512 TSval=4332 TSecr=3503"
"27675","4.266927","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"27677","4.267134","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=27649 Ack=1 Win=131072 Len=512 TSval=4339 TSecr=3335"
"27682","4.271106","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=28161 Ack=1 Win=131072 Len=512 TSval=4351 TSecr=3487"
"27684","4.271305","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=28161 Ack=1 Win=131072 Len=512 TSval=4352 TSecr=3503"
"27686","4.271632","10.1.2.7","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  45 [ACK] Seq=27649 Ack=1 Win=131072 Len=512 TSval=4337 TSecr=3518"
"27688","4.271875","10.1.2.19","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  57 [ACK] Seq=27649 Ack=1 Win=131072 Len=512 TSval=4339 TSecr=3335"
"27697","4.275005","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"27699","4.275122","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=28161 Ack=1 Win=131072 Len=512 TSval=4355 TSecr=3334"
"27701","4.275861","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=28161 Ack=1 Win=131072 Len=512 TSval=4357 TSecr=3518"
"27702","4.276405","10.1.2.5","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  43 [ACK] Seq=28161 Ack=1 Win=131072 Len=512 TSval=4356 TSecr=3495 [TCP segment of a reassembled PDU]"
"27706","4.276826","10.1.2.9","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  47 [ACK] Seq=28161 Ack=1 Win=131072 Len=512 TSval=4358 TSecr=3316"
"27708","4.277087","10.1.2.7","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  45 [ACK] Seq=28161 Ack=1 Win=131072 Len=512 TSval=4357 TSecr=3518"
"27736","4.280933","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=28161 Ack=1 Win=131072 Len=512 TSval=4360 TSecr=3335"
"27738","4.281253","10.1.2.15","10.1.1.2","DNS","602","","[TCP Previous segment not captured] [Malformed Packet]"
"27804","4.287088","10.1.2.21","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  59 [ACK] Seq=28673 Ack=1 Win=131072 Len=512 TSval=4368 TSecr=3626"
"27805","4.287613","10.1.2.21","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  59 [ACK] Seq=28673 Ack=1 Win=131072 Len=512 TSval=4368 TSecr=3626"
"27806","4.288117","10.1.2.21","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  59 [ACK] Seq=28673 Ack=1 Win=131072 Len=512 TSval=4368 TSecr=3626"
"27833","4.290968","10.1.2.21","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  59 [ACK] Seq=28673 Ack=1 Win=131072 Len=512 TSval=4368 TSecr=3626"
"27835","4.291196","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=28673 Ack=1 Win=131072 Len=512 TSval=4371 TSecr=3487"
"27837","4.291476","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=28673 Ack=1 Win=131072 Len=512 TSval=4373 TSecr=3503"
"27843","4.292906","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"27890","4.294875","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=28673 Ack=1 Win=131072 Len=512 TSval=4376 TSecr=3495 [TCP segment of a reassembled PDU]"
"27892","4.294956","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=28673 Ack=1 Win=131072 Len=512 TSval=4376 TSecr=3334"
"27907","4.297913","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=28673 Ack=1 Win=131072 Len=512 TSval=4379 TSecr=3316"
"27909","4.298213","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=28673 Ack=1 Win=131072 Len=512 TSval=4378 TSecr=3518"
"27911","4.298535","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=28673 Ack=1 Win=131072 Len=512 TSval=4380 TSecr=3335"
"27914","4.299263","10.1.2.8","10.1.1.2","TCP","106","","[TCP ACKed unseen segment] 15  >  49159 [ACK] Seq=1 Ack=68609 Win=32768 Len=0 TSval=4363 TSecr=3466 SLE=87369 SRE=90585 SLE=69145 SRE=86833"
"27917","4.301193","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"27943","4.310260","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=29185 Ack=1 Win=131072 Len=512 TSval=4392 TSecr=3487"
"28001","4.315942","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"28066","4.321768","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=29185 Ack=1 Win=131072 Len=512 TSval=4398 TSecr=3518"
"28068","4.321975","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=29185 Ack=1 Win=131072 Len=512 TSval=4401 TSecr=3335"
"28127","4.323326","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=29185 Ack=1 Win=131072 Len=512 TSval=4389 TSecr=3626"
"28129","4.323534","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=29185 Ack=1 Win=131072 Len=512 TSval=4399 TSecr=3316"
"28131","4.323733","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=29185 Ack=1 Win=131072 Len=512 TSval=4393 TSecr=3503"
"28309","4.335814","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=29185 Ack=1 Win=131072 Len=512 TSval=4397 TSecr=3495 [TCP segment of a reassembled PDU]"
"28311","4.336013","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=29697 Ack=1 Win=131072 Len=512 TSval=4414 TSecr=3503"
"28313","4.336256","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=29697 Ack=1 Win=131072 Len=512 TSval=4417 TSecr=3495 [TCP segment of a reassembled PDU]"
"28315","4.336337","10.1.2.3","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  41 [ACK] Seq=29697 Ack=1 Win=131072 Len=512 TSval=4417 TSecr=3334"
"28319","4.336814","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=29697 Ack=1 Win=131072 Len=512 TSval=4412 TSecr=3487"
"28321","4.337032","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"28389","4.340850","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=29697 Ack=1 Win=131072 Len=512 TSval=4419 TSecr=3518"
"28391","4.341058","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=29697 Ack=1 Win=131072 Len=512 TSval=4420 TSecr=3316"
